job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salary_clean,revenue_clean,company_size_clean
data scientist,senior,uknown,company_365,"McLean, VA",2 months ago,"Annapolis Junction, MD, US",Technology,Private,420,Private,"€72,666 - €159,901","['database', 'machine learning', 'python']",72666159901,0,420
data scientist,lead,uknown,company_366,"Columbia, MD",14 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€100,472 - €146,138","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",1.00E+11,0,180
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420,Private,"€144,307 - €167,140",[],1.44E+11,0,420
data scientist,senior,uknown,company_185,"Utah, United States",15 days ago,"Falls Church, VA, US",Technology,Public,"97,070",€75.20B,"€125,495 - €188,149","['aws', 'gcp', 'azure']",1.25E+11,75.2,97070
machine learning engineer,senior,uknown,company_371,"South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone",7 days ago,"South San Francisco, CA, US",Healthcare,Private,250,Private,"€190,891 - €212,811","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",1.91E+11,0,250
data scientist,senior,hybrid,company_146,"Kitchener-Waterloo, ON . Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.85B,"€153,447 - €210,986",[],1.53E+11,11.85,780
machine learning engineer,senior,on-site,company_178,"Torrance, CA",15 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"€63,941","['java', 'machine learning', 'r', 'python']",63941,36.69,10100
data scientist,Uknown,remote,company_112,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Private,420,€4.85B,"€213,594",[],213594,4.85,420
machine learning engineer,lead,uknown,company_326,uknown,a year ago,"Mumbai, MH, IN",Technology,Private,910,€7.66B,"€44,202",[],44202,7.66,910
data scientist,senior,hybrid,company_382,Greater Chicago Area . Hybrid,a month ago,"Chicago, IL, US",Finance,Private,660,€2.03B,"€73,068 - €91,335","['aws', 'python', 'sql', 'machine learning', 'deep learning']",7306891335,2.03,660
